,Cust_id,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year,Values
44,3621,15,12.6,1,3,0,1,14,0,6,1,1,0,0
45,6450,15,12.7,1,1,0,1,12,1,2,1,1,8,0
46,691,15,12.9,1,4,0,1,11,0,5,1,1,3,0
47,4838,15,12.9,1,5,0,1,12,0,3,1,1,4,0
48,3850,15,13.4,1,3,0,1,14,0,2,1,1,1,0
49,4818,15,14.0,1,4,0,1,14,0,6,1,1,9,0
50,1272,15,14.5,1,4,0,1,12,0,3,1,1,2,0
51,6530,15,14.6,1,3,0,1,9,1,6,1,1,10,0
52,4512,15,15.1,1,3,0,1,13,0,6,1,1,4,0
53,3595,15,15.1,1,2,0,1,11,0,1,1,1,0,0
54,5026,15,15.9,1,1,0,1,10,0,3,1,1,7,0
55,4539,15,16.1,1,1,0,1,13,0,5,1,1,3,0
56,7422,15,16.2,1,4,0,1,10,1,8,1,1,10,0
57,6960,15,16.4,1,1,0,1,9,1,1,1,1,9,0
58,1677,15,16.7,1,1,0,1,13,0,2,1,1,0,0
59,1411,15,16.8,1,1,0,1,12,0,1,1,1,4,0
60,10816,15,16.8,1,3,0,1,14,1,6,1,1,8,0
61,3090,15,16.9,1,5,0,1,10,0,8,1,1,6,0
62,642,15,17.5,1,3,0,1,10,0,2,1,1,10,0
63,8174,15,17.7,1,5,0,1,9,1,2,1,1,0,0
64,9297,15,18.0,1,2,0,1,12,1,7,1,1,1,0
65,3548,15,18.3,1,5,0,1,15,0,1,1,1,3,0
66,5848,15,19.0,1,3,0,1,13,1,4,1,1,1,0
67,3370,15,19.1,1,2,0,1,12,0,1,1,1,7,0
68,7932,15,19.4,1,1,0,1,11,1,3,1,1,8,0
69,9477,15,19.6,1,5,0,1,10,1,2,1,1,0,0
70,2332,15,20.0,1,5,0,1,13,0,7,1,1,2,0
71,10404,15,21.1,1,3,0,1,13,1,1,1,1,7,0
72,7979,15,21.3,1,5,0,1,9,1,2,1,1,3,0
73,10624,15,21.5,1,4,0,1,9,1,7,1,1,7,0
74,3254,15,22.0,1,3,0,1,14,0,6,1,1,1,0
75,4632,15,22.1,1,5,0,1,12,0,2,1,1,1,0
76,8384,15,22.5,1,3,0,1,12,1,4,1,1,9,0
77,1340,15,22.9,1,3,0,1,13,0,7,1,1,3,0
78,2684,15,23.4,1,1,0,1,12,0,1,1,1,0,0
79,3111,15,23.6,1,3,0,1,15,0,3,1,1,0,0
80,4425,15,23.8,1,2,0,1,14,0,6,1,1,2,0
81,3044,15,24.1,1,3,0,1,10,0,5,1,1,2,0
82,634,15,24.1,1,4,0,1,9,0,6,1,1,2,0
83,10275,15,24.2,1,4,0,1,13,1,3,1,1,2,0
84,1067,15,24.4,1,5,0,1,15,0,7,1,1,1,0
85,7983,15,24.4,1,3,0,1,10,1,1,1,1,4,0
86,4337,15,24.6,1,1,0,1,12,0,4,1,1,1,0
87,3977,15,25.3,1,1,0,1,12,0,8,1,1,4,0
88,10846,15,26.4,1,4,0,1,13,1,1,1,1,8,0
89,4335,15,26.5,1,2,0,1,10,0,8,1,1,3,0
90,3832,15,26.7,1,3,0,1,13,0,3,1,1,8,0
91,10798,15,26.9,1,5,0,1,13,1,5,1,1,9,0
92,3741,15,27.1,1,3,0,1,12,0,1,1,1,2,0
93,7886,15,27.1,1,5,0,1,9,1,2,1,1,8,0
94,10857,15,27.6,1,2,0,1,12,1,4,1,1,1,0
95,7995,15,27.6,1,1,0,1,12,1,1,1,1,3,0
96,1936,15,28.8,1,2,0,1,9,0,4,1,1,7,0
97,2786,15,28.8,1,5,0,1,9,0,8,1,1,0,0
98,8650,15,29.1,1,1,0,1,10,1,2,1,1,5,0
99,10263,15,29.2,1,3,0,1,12,1,5,1,1,4,0
100,2813,15,29.2,1,5,0,1,12,0,4,1,1,4,0
101,7380,15,29.4,1,5,0,1,12,1,6,1,1,6,0
102,1202,15,29.5,1,4,0,1,15,0,1,1,1,2,0
103,10544,15,29.6,1,5,0,1,11,1,3,1,1,5,0
104,3778,15,29.7,1,5,0,1,12,0,3,1,1,3,0
105,9618,15,29.8,1,3,0,1,14,1,4,1,1,9,0
106,1828,15,29.9,1,2,0,1,9,0,1,1,1,5,0
107,8906,15,29.9,1,5,0,1,13,1,5,1,1,7,0
108,3779,16,0.2,1,1,0,1,12,0,3,1,1,0,0
109,278,16,0.6,1,1,0,1,13,0,3,1,1,4,0
110,3959,16,0.8,1,1,0,1,12,0,8,1,1,3,0
111,2930,16,0.8,1,5,0,1,12,0,5,1,1,1,0
112,7715,16,0.8,1,5,0,1,14,1,3,1,1,0,0
113,3252,16,1.0,1,4,0,1,15,0,4,1,1,3,0
114,5869,16,1.2,1,2,0,1,9,1,4,1,1,1,0
115,4666,16,1.6,1,3,0,1,12,0,4,1,1,3,0
116,7625,16,1.7,1,3,0,1,15,1,3,1,1,4,0
117,1094,16,1.8,1,5,0,1,15,0,6,1,1,1,0
118,1502,16,1.9,1,4,0,1,10,0,1,1,1,6,0
119,2398,16,1.9,1,5,0,1,10,0,1,1,1,4,0
120,8129,16,2.1,1,2,0,1,9,1,4,1,1,3,0
121,8972,16,2.2,1,2,0,1,15,1,2,1,1,9,0
122,4776,16,2.3,1,5,0,1,11,0,3,1,1,0,0
123,6652,16,2.3,1,4,0,1,13,1,8,1,1,2,0
124,10744,16,2.3,1,3,0,1,12,1,7,1,1,8,0
125,7234,16,2.4,1,4,0,1,12,1,8,1,1,5,0
126,9596,16,2.7,1,1,0,1,14,1,2,1,1,6,0
127,1756,16,2.8,1,5,0,1,12,0,8,1,1,1,0
128,9960,16,2.8,1,4,0,1,12,1,8,1,1,1,0
129,2310,16,3.1,1,3,0,1,9,0,7,1,1,2,0
130,8782,16,3.3,1,4,0,1,12,1,6,1,1,7,0
131,10022,16,3.8,1,1,0,1,15,1,1,1,1,6,0
132,2564,16,4.2,1,3,0,1,9,0,5,1,1,6,0
133,5834,16,4.3,1,5,0,1,10,1,8,1,1,2,0
134,8488,16,4.7,1,2,0,1,10,1,5,1,1,10,0
135,8813,16,5.4,1,1,0,1,9,1,4,1,1,3,0
136,4394,16,6.0,1,2,0,1,13,0,5,1,1,5,0
137,1966,16,6.3,1,5,0,1,15,0,2,1,1,0,0
138,7026,16,6.6,1,3,0,1,10,1,4,1,1,10,0
139,4362,16,6.7,1,1,0,1,12,0,5,1,1,4,0
140,8297,16,6.9,1,4,0,1,14,1,2,1,1,0,0
141,2521,16,7.1,1,2,0,1,10,0,5,1,1,3,0
142,9002,16,7.3,1,1,0,1,10,1,4,1,1,9,0
143,10485,16,7.4,1,1,0,1,15,1,3,1,1,1,0
144,9948,16,7.4,1,1,0,1,12,1,3,1,1,2,0
145,4992,16,7.5,1,5,0,1,12,0,6,1,1,1,0
146,6664,16,7.8,1,3,0,1,15,1,2,1,1,10,0
147,392,16,7.9,1,4,0,1,12,0,5,1,1,7,0
148,5920,16,8.1,1,5,0,1,12,1,1,1,1,10,0
149,10442,16,8.3,1,2,0,1,15,1,3,1,1,2,0
150,8246,16,8.4,1,3,0,1,12,1,3,1,1,0,0
151,7037,16,8.8,1,5,0,1,9,1,8,1,1,2,0
152,838,16,9.3,1,4,0,1,13,0,3,1,1,4,0
153,8803,16,9.8,1,5,0,1,15,1,8,1,1,4,0
154,4654,16,10.0,1,3,0,1,13,0,7,1,1,4,0
155,5123,16,10.3,1,1,0,1,12,0,1,1,1,3,0
156,4885,16,10.4,1,1,0,1,11,0,7,1,1,1,0
157,3736,16,10.7,1,1,0,1,14,0,2,1,1,1,0
158,10118,16,11.4,1,3,0,1,13,1,7,1,1,1,0
159,8254,16,11.8,1,4,0,1,12,1,2,1,1,3,0
160,5790,16,11.9,1,5,0,1,11,1,8,1,1,8,0
161,2356,16,12.1,1,5,0,1,12,0,5,1,1,5,0
162,1450,16,12.2,1,2,0,1,14,0,7,1,1,8,0
163,8216,16,12.2,1,5,0,1,10,1,5,1,1,5,0
164,1241,16,12.7,1,4,0,1,11,0,6,1,1,2,0
165,6774,16,13.2,1,2,0,1,13,1,4,1,1,9,0
166,5964,16,13.6,1,5,0,1,12,1,8,1,1,2,0
167,8068,16,13.6,1,2,0,1,15,1,4,1,1,5,0
168,3360,16,14.0,1,2,0,1,10,0,1,1,1,5,0
169,4379,16,14.0,1,3,0,1,12,0,5,1,1,1,0
170,6964,16,15.2,1,2,0,1,10,1,6,1,1,0,0
171,8048,16,15.3,1,5,0,1,13,1,5,1,1,6,0
172,10326,16,15.7,1,2,0,1,12,1,6,1,1,1,0
173,3846,16,16.0,1,3,0,1,15,0,2,1,1,2,0
174,8808,16,16.3,1,5,0,1,12,1,4,1,1,5,0
175,8102,16,16.5,1,3,0,1,14,1,6,1,1,8,0
176,2134,16,17.0,1,1,0,1,13,0,7,1,1,3,0
177,4963,16,17.2,1,2,0,1,12,0,2,1,1,0,0
178,2196,16,18.2,1,5,0,1,12,0,4,1,1,7,0
179,9381,16,18.2,1,4,0,1,10,1,3,1,1,0,0
180,6577,16,18.9,1,1,0,1,14,1,5,1,1,4,0
181,4916,16,19.0,1,3,0,1,12,0,6,1,1,8,0
182,9092,16,19.2,1,3,0,1,15,1,8,1,1,9,0
183,5078,16,19.4,1,2,0,1,14,0,3,1,1,1,0
184,8829,16,19.5,1,3,0,1,14,1,6,1,1,3,0
185,3812,16,19.7,1,5,0,1,12,0,1,1,1,0,0
186,2756,16,19.8,1,4,0,1,10,0,1,1,1,2,0
187,5068,16,19.8,1,5,0,1,13,0,1,1,1,1,0
188,6483,16,20.1,1,5,0,1,15,1,4,1,1,4,0
189,2576,16,20.3,1,4,0,1,11,0,2,1,1,2,0
190,1925,16,20.5,1,5,0,1,12,0,3,1,1,2,0
191,1020,16,20.7,1,5,0,1,11,0,8,1,1,3,0
192,7535,16,21.1,1,1,0,1,10,1,7,1,1,2,0
193,2699,16,21.6,1,3,0,1,12,0,3,1,1,1,0
194,8428,16,21.6,1,3,0,1,11,1,1,1,1,9,0
195,10730,16,21.7,1,5,0,1,15,1,8,1,1,2,0
196,9076,16,22.3,1,1,0,1,11,1,6,1,1,7,0
197,6331,16,22.5,1,5,0,1,11,1,8,1,1,2,0
198,5161,16,22.9,1,3,0,1,14,0,4,1,1,4,0
199,7758,16,23.1,1,3,0,1,9,1,8,1,1,9,0
200,1657,16,23.3,1,4,0,1,14,0,6,1,1,1,0
201,8713,16,24.1,1,5,0,1,15,1,4,1,1,4,0
202,2728,16,24.1,1,2,0,1,12,0,4,1,1,7,0
203,3877,16,24.5,1,3,0,1,9,0,4,1,1,3,0
204,394,16,24.5,1,3,0,1,9,0,2,1,1,0,0
205,1484,16,24.7,1,2,0,1,14,0,7,1,1,3,0
206,5917,16,24.9,1,1,0,1,10,1,8,1,1,2,0
207,993,16,25.2,1,2,0,1,12,0,7,1,1,2,0
208,7174,16,25.2,1,3,0,1,9,1,1,1,1,0,0
209,3057,16,25.2,1,2,0,1,9,0,2,1,1,2,0
210,2696,16,25.2,1,3,0,1,12,0,7,1,1,2,0
211,7188,16,25.4,1,5,0,1,15,1,3,1,1,4,0
212,3923,16,25.5,1,4,0,1,14,0,7,1,1,2,0
213,452,16,25.6,1,4,0,1,14,0,7,1,1,9,0
214,6394,16,26.0,1,2,0,1,13,1,5,1,1,7,0
215,8049,16,26.1,1,1,0,1,13,1,2,1,1,4,0
216,3428,16,26.2,1,1,0,1,12,0,7,1,1,10,0
217,828,16,26.2,1,3,0,1,13,0,7,1,1,1,0
218,4353,16,26.3,1,1,0,1,10,0,2,1,1,4,0
219,5168,16,26.7,1,3,0,1,10,0,4,1,1,1,0
220,972,16,26.9,1,2,0,1,15,0,8,1,1,8,0
221,3120,16,27.4,1,4,0,1,9,0,8,1,1,4,0
222,8470,16,27.4,1,1,0,1,13,1,6,1,1,4,0
223,3522,16,27.5,1,3,0,1,12,0,1,1,1,8,0
224,7789,16,27.7,1,2,0,1,15,1,5,1,1,4,0
225,3584,16,27.8,1,3,0,1,9,0,6,1,1,9,0
226,2000,16,27.9,1,1,0,1,13,0,3,1,1,1,0
227,3065,16,28.1,1,5,0,1,12,0,2,1,1,4,0
228,2898,16,28.5,1,4,0,1,15,0,7,1,1,3,0
229,3602,16,28.6,1,3,0,1,12,0,5,1,1,8,0
230,3996,16,29.0,1,1,0,1,13,0,6,1,1,8,0
231,7572,16,29.3,1,5,0,1,12,1,1,1,1,6,0
232,3413,17,0.3,1,2,0,1,10,0,2,1,1,2,0
233,6359,17,0.4,1,2,0,1,11,1,1,1,1,0,0
234,7160,17,0.8,1,3,0,1,12,1,1,1,1,8,0
235,7388,17,1.3,1,5,0,1,12,1,2,1,1,9,0
236,4810,17,1.5,1,2,0,1,9,0,5,1,1,8,0
237,7619,17,2.9,1,1,0,1,9,1,2,1,1,4,0
238,8550,17,3.1,1,3,0,1,9,1,6,1,1,10,0
239,9848,17,3.1,1,1,0,1,13,1,2,1,1,3,0
240,10558,17,3.4,1,2,0,1,13,1,2,1,1,4,0
241,3461,17,3.9,1,2,0,1,11,0,5,1,1,0,0
242,7309,17,4.0,1,4,0,1,9,1,4,1,1,3,0
243,10836,17,4.1,1,4,0,1,12,1,3,1,1,1,0
244,4938,17,4.3,1,2,0,1,10,0,5,1,1,5,0
245,4791,17,5.1,1,2,0,1,11,0,4,1,1,2,0
246,4442,17,5.3,1,5,0,1,12,0,7,1,1,8,0
247,737,17,5.3,1,1,0,1,15,0,6,1,1,1,0
248,9900,17,6.0,1,3,0,1,11,1,7,1,1,3,0
249,4168,17,6.3,1,2,0,1,12,0,4,1,1,1,0
250,5908,17,7.1,1,3,0,1,12,1,1,1,1,1,0
251,9862,17,7.2,1,2,0,1,10,1,7,1,1,4,0
252,3394,17,7.9,1,2,0,1,11,0,5,1,1,4,0
253,2581,17,8.0,1,5,0,1,13,0,5,1,1,3,0
254,1220,17,8.0,1,2,0,1,11,0,6,1,1,2,0
255,4464,17,8.0,1,4,0,1,15,0,4,1,1,8,0
256,1022,17,8.8,1,2,0,1,13,0,6,1,1,4,0
257,4166,17,9.4,1,2,0,1,10,0,7,1,1,2,0
258,8564,17,9.4,1,1,0,1,12,1,5,1,1,7,0
259,3754,17,9.7,1,1,0,1,14,0,2,1,1,5,0
260,9295,17,9.8,1,2,0,1,12,1,3,1,1,2,0
261,2673,17,10.1,1,1,0,1,12,0,7,1,1,3,0
262,3814,17,10.2,1,1,0,1,13,0,2,1,1,6,0
263,9190,17,10.2,1,1,0,1,12,1,7,1,1,9,0
264,4952,17,10.4,1,2,0,1,10,0,7,1,1,5,0
265,6669,17,10.6,1,5,0,1,12,1,7,1,1,1,0
266,3300,17,10.6,1,1,0,1,10,0,1,1,1,7,0
267,8518,17,10.9,1,4,0,1,12,1,8,1,1,1,0
268,5878,17,10.9,1,3,0,1,11,1,6,1,1,7,0
269,5006,17,11.5,1,5,0,1,14,0,8,1,1,1,0
270,3082,17,11.8,1,3,0,1,12,0,8,1,1,0,0
271,4188,17,12.3,1,1,0,1,12,0,8,1,1,9,0
272,1324,17,12.5,1,1,0,1,12,0,1,1,1,7,0
273,3242,17,12.6,1,5,0,1,14,0,3,1,1,9,0
274,5736,17,12.8,1,4,0,1,14,1,4,1,1,9,0
275,2905,17,12.8,1,2,0,1,14,0,5,1,1,3,0
276,103,17,12.9,1,1,0,1,11,0,2,1,1,0,0
277,2296,17,14.2,1,1,0,1,13,0,2,1,1,1,0
278,4470,17,15.3,1,5,0,1,10,0,6,1,1,2,0
279,536,17,15.9,1,3,0,1,9,0,7,1,1,9,0
280,8790,17,16.1,1,5,0,1,9,1,2,1,1,5,0
281,10637,17,16.1,1,5,0,1,10,1,3,1,1,4,0
282,10055,17,16.2,1,2,0,1,9,1,1,1,1,1,0
283,2698,17,17.0,1,2,0,1,14,0,7,1,1,3,0
284,1119,17,17.3,1,2,0,1,14,0,7,1,1,2,0
285,4752,17,17.4,1,5,0,1,14,0,4,1,1,6,0
286,9018,17,17.5,1,3,0,1,12,1,2,1,1,8,0
287,10178,17,18.1,1,4,0,1,11,1,5,1,1,5,0
288,128,17,18.4,1,1,0,1,11,0,7,1,1,10,0
289,4767,17,19.0,1,5,0,1,11,0,6,1,1,4,0
290,8036,17,19.4,1,1,0,1,15,1,1,1,1,0,0
291,10338,17,19.4,1,4,0,1,12,1,4,1,1,8,0
292,10074,17,19.6,1,5,0,1,10,1,5,1,1,2,0
293,6738,17,19.8,1,5,0,1,9,1,1,1,1,10,0
294,4367,17,20.5,1,3,0,1,13,0,2,1,1,4,0
295,6160,17,20.5,1,3,0,1,13,1,7,1,1,7,0
296,6258,17,21.8,1,4,0,1,12,1,2,1,1,3,0
297,5130,17,22.1,1,5,0,1,9,0,7,1,1,0,0
298,2420,17,22.5,1,1,0,1,9,0,7,1,1,5,0
299,8358,17,22.7,1,3,0,1,11,1,1,1,1,1,0
300,5108,17,23.0,1,5,0,1,12,0,2,1,1,10,0
301,108,17,23.1,1,2,0,1,11,0,1,1,1,1,0
302,2231,17,23.1,1,1,0,1,11,0,3,1,1,2,0
303,6491,17,23.3,1,2,0,1,14,1,6,1,1,0,0
304,3219,17,24.4,1,5,0,1,12,0,2,1,1,0,0
305,650,17,24.5,1,4,0,1,12,0,1,1,1,6,0
306,9237,17,24.9,1,5,0,1,14,1,3,1,1,4,0
307,9612,17,25.1,1,2,0,1,11,1,7,1,1,7,0
308,4295,17,25.4,1,1,0,1,14,0,3,1,1,4,0
309,5231,17,25.5,1,3,0,1,9,0,6,1,1,3,0
310,2111,17,26.2,1,4,0,1,9,0,7,1,1,4,0
311,5571,17,26.5,1,5,0,1,9,1,6,1,1,4,0
312,10443,17,27.3,1,1,0,1,10,1,5,1,1,0,0
313,4035,17,27.4,1,1,0,1,13,0,5,1,1,3,0
314,900,17,27.6,1,2,0,1,14,0,2,1,1,0,0
315,1368,17,27.7,1,5,0,1,9,0,4,1,1,8,0
316,3104,17,27.7,1,4,0,1,9,0,4,1,1,4,0
317,5538,17,27.8,1,3,0,1,11,1,3,1,1,10,0
318,6043,17,28.3,1,5,0,1,9,1,8,1,1,1,0
319,2523,17,28.3,1,4,0,1,13,0,7,1,1,4,0
320,3358,17,28.4,1,4,0,1,9,0,1,1,1,7,0
321,8574,17,28.4,1,5,0,1,9,1,2,1,1,4,0
322,6634,17,28.7,1,2,0,1,9,1,4,1,1,0,0
323,2580,17,29.1,1,1,0,1,10,0,7,1,1,0,0
324,1399,17,29.2,1,2,0,1,9,0,5,1,1,1,0
325,7344,17,29.4,1,5,0,1,12,1,5,1,1,3,0
326,7468,17,29.7,1,4,0,1,11,1,8,1,1,1,0
327,2634,18,0.2,1,1,0,1,12,0,7,1,1,6,0
328,3549,18,1.1,1,2,0,1,15,0,2,1,1,0,0
329,124,18,1.2,1,5,0,1,15,0,6,1,1,8,0
330,5866,18,1.3,1,3,0,1,14,1,7,1,1,8,0
331,8708,18,1.4,1,3,0,1,11,1,3,1,1,8,0
332,9247,18,1.7,1,3,0,1,13,1,7,1,1,4,0
333,7741,18,1.9,1,2,0,1,15,1,2,1,1,0,0
334,9207,18,2.5,1,1,0,1,12,1,2,1,1,1,0
335,6977,18,2.6,1,4,0,1,15,1,8,1,1,1,0
336,9084,18,3.2,1,3,0,1,12,1,5,1,1,0,0
337,10513,18,3.4,1,2,0,1,14,1,8,1,1,2,0
338,7452,18,3.5,1,4,0,1,10,1,7,1,1,4,0
339,8037,18,3.9,1,2,0,1,9,1,3,1,1,3,0
340,3894,18,3.9,1,1,0,1,13,0,3,1,1,0,0
341,1976,18,4.0,1,4,0,1,12,0,6,1,1,4,0
342,3144,18,4.3,1,1,0,1,14,0,6,1,1,6,0
343,9887,18,4.6,1,4,0,1,9,1,4,1,1,4,0
344,1335,18,4.7,1,4,0,1,13,0,7,1,1,1,0
345,10494,18,4.8,1,3,0,1,11,1,5,1,1,0,0
346,8099,18,4.9,1,1,0,1,10,1,3,1,1,1,0
347,6171,18,5.0,1,5,0,1,13,1,8,1,1,2,0
348,2808,18,5.0,1,5,0,1,12,0,6,1,1,2,0
349,3604,18,5.1,1,4,0,1,9,0,8,1,1,2,0
350,5671,18,5.2,1,5,0,1,12,1,5,1,1,0,0
351,8346,18,5.7,1,2,0,1,10,1,6,1,1,5,0
352,6913,18,6.2,1,3,0,1,12,1,1,1,1,2,0
353,8085,18,6.2,1,1,0,1,9,1,4,1,1,0,0
354,1236,18,6.3,1,1,0,1,9,0,7,1,1,0,0
355,4730,18,6.4,1,3,0,1,14,0,6,1,1,2,0
356,8964,18,6.6,1,4,0,1,10,1,7,1,1,9,0
357,1919,18,6.9,1,3,0,1,13,0,4,1,1,4,0
358,7838,18,7.3,1,2,0,1,12,1,6,1,1,1,0
359,8878,18,8.0,1,4,0,1,9,1,7,1,1,8,0
360,1590,18,8.1,1,4,0,1,12,0,8,1,1,10,0
361,5348,18,8.4,1,3,0,1,14,0,6,1,1,2,0
362,9233,18,8.8,1,3,0,1,12,1,3,1,1,2,0
363,4490,18,9.7,1,2,0,1,10,0,2,1,1,10,0
364,7454,18,10.0,1,1,0,1,10,1,1,1,1,3,0
365,7763,18,10.2,1,1,0,1,12,1,1,1,1,2,0
366,5140,18,10.3,1,4,0,1,15,0,6,1,1,0,0
367,10477,18,10.5,1,3,0,1,14,1,1,1,1,1,0
368,5686,18,11.2,1,4,0,1,12,1,6,1,1,8,0
369,7946,18,11.2,1,2,0,1,13,1,5,1,1,3,0
370,486,18,11.6,1,5,0,1,12,0,5,1,1,1,0
371,7639,18,11.8,1,3,0,1,11,1,5,1,1,1,0
372,2461,18,12.0,1,2,0,1,12,0,4,1,1,3,0
373,646,18,12.0,1,5,0,1,15,0,1,1,1,2,0
374,5216,18,12.2,1,4,0,1,14,0,7,1,1,8,0
375,5874,18,12.4,1,1,0,1,11,1,8,1,1,0,0
376,976,18,12.5,1,3,0,1,10,0,6,1,1,2,0
377,8705,18,12.7,1,2,0,1,11,1,7,1,1,3,0
378,6787,18,12.8,1,1,0,1,9,1,7,1,1,0,0
379,10662,18,12.9,1,3,0,1,11,1,7,1,1,9,0
380,9726,18,13.2,1,5,0,1,15,1,7,1,1,0,0
381,527,18,13.3,1,5,0,1,10,0,4,1,1,1,0
382,8976,18,13.6,1,5,0,1,11,1,3,1,1,1,0
383,872,18,14.0,1,5,0,1,15,0,8,1,1,2,0
384,6970,18,14.1,1,2,0,1,14,1,6,1,1,2,0
385,2214,18,14.3,1,3,0,1,11,0,8,1,1,6,0
386,2248,18,14.6,1,2,0,1,9,0,6,1,1,2,0
387,8637,18,14.7,1,5,0,1,9,1,4,1,1,3,0
388,4034,18,15.1,1,1,0,1,15,0,6,1,1,0,0
389,6765,18,15.5,1,5,0,1,12,1,6,1,1,4,0
390,864,18,16.0,1,5,0,1,12,0,3,1,1,8,0
391,2110,18,16.4,1,3,0,1,13,0,3,1,1,1,0
392,9073,18,16.5,1,3,0,1,15,1,3,1,1,2,0
393,8656,18,16.6,1,3,0,1,15,1,2,1,1,8,0
394,8486,18,17.0,1,2,0,1,15,1,4,1,1,8,0
395,10859,18,17.4,1,5,0,1,11,1,1,1,1,2,0
396,2304,18,17.7,1,4,0,1,10,0,7,1,1,8,0
397,3490,18,17.9,1,1,0,1,14,0,5,1,1,4,0
398,10703,18,18.1,1,5,0,1,10,1,5,1,1,2,0
399,10452,18,18.2,1,3,0,1,12,1,7,1,1,4,0
400,4494,18,18.3,1,3,0,1,9,0,2,1,1,6,0
401,118,18,18.7,1,4,0,1,9,0,8,1,1,6,0
402,977,18,19.5,1,2,0,1,11,0,2,1,1,1,0
403,8882,18,19.5,1,4,0,1,9,1,5,1,1,7,0
404,2940,18,19.6,1,2,0,1,9,0,6,1,1,0,0
405,5624,18,19.6,1,4,0,1,13,1,7,1,1,3,0
406,3492,18,19.7,1,1,0,1,15,0,1,1,1,6,0
407,8280,18,19.7,1,2,0,1,13,1,3,1,1,9,0
408,10194,18,20.3,1,5,0,1,12,1,8,1,1,7,0
409,3938,18,20.7,1,2,0,1,12,0,8,1,1,7,0
410,4332,18,21.0,1,4,0,1,12,0,1,1,1,6,0
411,8580,18,21.1,1,4,0,1,15,1,2,1,1,2,0
412,5673,18,21.4,1,5,0,1,14,1,5,1,1,1,0
413,9797,18,22.1,1,1,0,1,15,1,2,1,1,3,0
414,9331,18,22.3,1,4,0,1,15,1,6,1,1,0,0
415,5574,18,22.9,1,4,0,1,13,1,5,1,1,5,0
416,2084,18,23.1,1,5,0,1,11,0,1,1,1,10,0
417,436,18,23.4,1,2,0,1,12,0,2,1,1,8,0
418,1133,18,23.6,1,2,0,1,14,0,4,1,1,3,0
