,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year,labels
41,15,11.9,1,5,0,1,12,0,2,1,1,3,0
42,15,12.2,1,4,0,1,11,0,3,1,1,3,0
43,15,12.2,1,2,0,1,10,0,6,1,1,3,0
44,15,12.6,1,3,0,1,14,0,6,1,1,0,0
45,15,12.7,1,1,0,1,12,1,2,1,1,8,0
46,15,12.9,1,4,0,1,11,0,5,1,1,3,0
47,15,12.9,1,5,0,1,12,0,3,1,1,4,0
48,15,13.4,1,3,0,1,14,0,2,1,1,1,0
49,15,14.0,1,4,0,1,14,0,6,1,1,9,0
50,15,14.5,1,4,0,1,12,0,3,1,1,2,0
51,15,14.6,1,3,0,1,9,1,6,1,1,10,0
52,15,15.1,1,3,0,1,13,0,6,1,1,4,0
53,15,15.1,1,2,0,1,11,0,1,1,1,0,0
54,15,15.9,1,1,0,1,10,0,3,1,1,7,0
55,15,16.1,1,1,0,1,13,0,5,1,1,3,0
56,15,16.2,1,4,0,1,10,1,8,1,1,10,0
57,15,16.4,1,1,0,1,9,1,1,1,1,9,0
58,15,16.7,1,1,0,1,13,0,2,1,1,0,0
59,15,16.8,1,1,0,1,12,0,1,1,1,4,0
60,15,16.8,1,3,0,1,14,1,6,1,1,8,0
61,15,16.9,1,5,0,1,10,0,8,1,1,6,0
62,15,17.5,1,3,0,1,10,0,2,1,1,10,0
63,15,17.7,1,5,0,1,9,1,2,1,1,0,0
64,15,18.0,1,2,0,1,12,1,7,1,1,1,0
65,15,18.3,1,5,0,1,15,0,1,1,1,3,0
66,15,19.0,1,3,0,1,13,1,4,1,1,1,0
67,15,19.1,1,2,0,1,12,0,1,1,1,7,0
68,15,19.4,1,1,0,1,11,1,3,1,1,8,0
69,15,19.6,1,5,0,1,10,1,2,1,1,0,0
70,15,20.0,1,5,0,1,13,0,7,1,1,2,0
71,15,21.1,1,3,0,1,13,1,1,1,1,7,0
72,15,21.3,1,5,0,1,9,1,2,1,1,3,0
73,15,21.5,1,4,0,1,9,1,7,1,1,7,0
74,15,22.0,1,3,0,1,14,0,6,1,1,1,0
75,15,22.1,1,5,0,1,12,0,2,1,1,1,0
76,15,22.5,1,3,0,1,12,1,4,1,1,9,0
77,15,22.9,1,3,0,1,13,0,7,1,1,3,0
78,15,23.4,1,1,0,1,12,0,1,1,1,0,0
79,15,23.6,1,3,0,1,15,0,3,1,1,0,0
80,15,23.8,1,2,0,1,14,0,6,1,1,2,0
81,15,24.1,1,3,0,1,10,0,5,1,1,2,0
82,15,24.1,1,4,0,1,9,0,6,1,1,2,0
83,15,24.2,1,4,0,1,13,1,3,1,1,2,0
84,15,24.4,1,5,0,1,15,0,7,1,1,1,0
85,15,24.4,1,3,0,1,10,1,1,1,1,4,0
86,15,24.6,1,1,0,1,12,0,4,1,1,1,0
87,15,25.3,1,1,0,1,12,0,8,1,1,4,0
88,15,26.4,1,4,0,1,13,1,1,1,1,8,0
89,15,26.5,1,2,0,1,10,0,8,1,1,3,0
90,15,26.7,1,3,0,1,13,0,3,1,1,8,0
91,15,26.9,1,5,0,1,13,1,5,1,1,9,0
92,15,27.1,1,3,0,1,12,0,1,1,1,2,0
93,15,27.1,1,5,0,1,9,1,2,1,1,8,0
94,15,27.6,1,2,0,1,12,1,4,1,1,1,0
95,15,27.6,1,1,0,1,12,1,1,1,1,3,0
96,15,28.8,1,2,0,1,9,0,4,1,1,7,0
97,15,28.8,1,5,0,1,9,0,8,1,1,0,0
98,15,29.1,1,1,0,1,10,1,2,1,1,5,0
99,15,29.2,1,3,0,1,12,1,5,1,1,4,0
100,15,29.2,1,5,0,1,12,0,4,1,1,4,0
101,15,29.4,1,5,0,1,12,1,6,1,1,6,0
102,15,29.5,1,4,0,1,15,0,1,1,1,2,0
103,15,29.6,1,5,0,1,11,1,3,1,1,5,0
104,15,29.7,1,5,0,1,12,0,3,1,1,3,0
105,15,29.8,1,3,0,1,14,1,4,1,1,9,0
106,15,29.9,1,2,0,1,9,0,1,1,1,5,0
107,15,29.9,1,5,0,1,13,1,5,1,1,7,0
108,16,0.2,1,1,0,1,12,0,3,1,1,0,0
109,16,0.6,1,1,0,1,13,0,3,1,1,4,0
110,16,0.8,1,1,0,1,12,0,8,1,1,3,0
111,16,0.8,1,5,0,1,12,0,5,1,1,1,0
112,16,0.8,1,5,0,1,14,1,3,1,1,0,0
113,16,1.0,1,4,0,1,15,0,4,1,1,3,0
114,16,1.2,1,2,0,1,9,1,4,1,1,1,0
115,16,1.6,1,3,0,1,12,0,4,1,1,3,0
116,16,1.7,1,3,0,1,15,1,3,1,1,4,0
117,16,1.8,1,5,0,1,15,0,6,1,1,1,0
118,16,1.9,1,4,0,1,10,0,1,1,1,6,0
119,16,1.9,1,5,0,1,10,0,1,1,1,4,0
120,16,2.1,1,2,0,1,9,1,4,1,1,3,0
121,16,2.2,1,2,0,1,15,1,2,1,1,9,0
122,16,2.3,1,5,0,1,11,0,3,1,1,0,0
123,16,2.3,1,4,0,1,13,1,8,1,1,2,0
124,16,2.3,1,3,0,1,12,1,7,1,1,8,0
125,16,2.4,1,4,0,1,12,1,8,1,1,5,0
126,16,2.7,1,1,0,1,14,1,2,1,1,6,0
127,16,2.8,1,5,0,1,12,0,8,1,1,1,0
128,16,2.8,1,4,0,1,12,1,8,1,1,1,0
129,16,3.1,1,3,0,1,9,0,7,1,1,2,0
130,16,3.3,1,4,0,1,12,1,6,1,1,7,0
131,16,3.8,1,1,0,1,15,1,1,1,1,6,0
132,16,4.2,1,3,0,1,9,0,5,1,1,6,0
133,16,4.3,1,5,0,1,10,1,8,1,1,2,0
134,16,4.7,1,2,0,1,10,1,5,1,1,10,0
135,16,5.4,1,1,0,1,9,1,4,1,1,3,0
136,16,6.0,1,2,0,1,13,0,5,1,1,5,0
137,16,6.3,1,5,0,1,15,0,2,1,1,0,0
138,16,6.6,1,3,0,1,10,1,4,1,1,10,0
139,16,6.7,1,1,0,1,12,0,5,1,1,4,0
140,16,6.9,1,4,0,1,14,1,2,1,1,0,0
141,16,7.1,1,2,0,1,10,0,5,1,1,3,0
142,16,7.3,1,1,0,1,10,1,4,1,1,9,0
143,16,7.4,1,1,0,1,15,1,3,1,1,1,0
144,16,7.4,1,1,0,1,12,1,3,1,1,2,0
145,16,7.5,1,5,0,1,12,0,6,1,1,1,0
146,16,7.8,1,3,0,1,15,1,2,1,1,10,0
147,16,7.9,1,4,0,1,12,0,5,1,1,7,0
148,16,8.1,1,5,0,1,12,1,1,1,1,10,0
149,16,8.3,1,2,0,1,15,1,3,1,1,2,0
150,16,8.4,1,3,0,1,12,1,3,1,1,0,0
151,16,8.8,1,5,0,1,9,1,8,1,1,2,0
152,16,9.3,1,4,0,1,13,0,3,1,1,4,0
153,16,9.8,1,5,0,1,15,1,8,1,1,4,0
154,16,10.0,1,3,0,1,13,0,7,1,1,4,0
155,16,10.3,1,1,0,1,12,0,1,1,1,3,0
156,16,10.4,1,1,0,1,11,0,7,1,1,1,0
157,16,10.7,1,1,0,1,14,0,2,1,1,1,0
158,16,11.4,1,3,0,1,13,1,7,1,1,1,0
159,16,11.8,1,4,0,1,12,1,2,1,1,3,0
160,16,11.9,1,5,0,1,11,1,8,1,1,8,0
161,16,12.1,1,5,0,1,12,0,5,1,1,5,0
162,16,12.2,1,2,0,1,14,0,7,1,1,8,0
163,16,12.2,1,5,0,1,10,1,5,1,1,5,0
164,16,12.7,1,4,0,1,11,0,6,1,1,2,0
165,16,13.2,1,2,0,1,13,1,4,1,1,9,0
166,16,13.6,1,5,0,1,12,1,8,1,1,2,0
167,16,13.6,1,2,0,1,15,1,4,1,1,5,0
168,16,14.0,1,2,0,1,10,0,1,1,1,5,0
169,16,14.0,1,3,0,1,12,0,5,1,1,1,0
170,16,15.2,1,2,0,1,10,1,6,1,1,0,0
171,16,15.3,1,5,0,1,13,1,5,1,1,6,0
172,16,15.7,1,2,0,1,12,1,6,1,1,1,0
173,16,16.0,1,3,0,1,15,0,2,1,1,2,0
174,16,16.3,1,5,0,1,12,1,4,1,1,5,0
175,16,16.5,1,3,0,1,14,1,6,1,1,8,0
176,16,17.0,1,1,0,1,13,0,7,1,1,3,0
177,16,17.2,1,2,0,1,12,0,2,1,1,0,0
178,16,18.2,1,5,0,1,12,0,4,1,1,7,0
179,16,18.2,1,4,0,1,10,1,3,1,1,0,0
180,16,18.9,1,1,0,1,14,1,5,1,1,4,0
181,16,19.0,1,3,0,1,12,0,6,1,1,8,0
182,16,19.2,1,3,0,1,15,1,8,1,1,9,0
183,16,19.4,1,2,0,1,14,0,3,1,1,1,0
184,16,19.5,1,3,0,1,14,1,6,1,1,3,0
185,16,19.7,1,5,0,1,12,0,1,1,1,0,0
186,16,19.8,1,4,0,1,10,0,1,1,1,2,0
187,16,19.8,1,5,0,1,13,0,1,1,1,1,0
188,16,20.1,1,5,0,1,15,1,4,1,1,4,0
189,16,20.3,1,4,0,1,11,0,2,1,1,2,0
190,16,20.5,1,5,0,1,12,0,3,1,1,2,0
191,16,20.7,1,5,0,1,11,0,8,1,1,3,0
192,16,21.1,1,1,0,1,10,1,7,1,1,2,0
193,16,21.6,1,3,0,1,12,0,3,1,1,1,0
194,16,21.6,1,3,0,1,11,1,1,1,1,9,0
195,16,21.7,1,5,0,1,15,1,8,1,1,2,0
196,16,22.3,1,1,0,1,11,1,6,1,1,7,0
197,16,22.5,1,5,0,1,11,1,8,1,1,2,0
198,16,22.9,1,3,0,1,14,0,4,1,1,4,0
199,16,23.1,1,3,0,1,9,1,8,1,1,9,0
200,16,23.3,1,4,0,1,14,0,6,1,1,1,0
201,16,24.1,1,5,0,1,15,1,4,1,1,4,0
202,16,24.1,1,2,0,1,12,0,4,1,1,7,0
203,16,24.5,1,3,0,1,9,0,4,1,1,3,0
204,16,24.5,1,3,0,1,9,0,2,1,1,0,0
205,16,24.7,1,2,0,1,14,0,7,1,1,3,0
206,16,24.9,1,1,0,1,10,1,8,1,1,2,0
207,16,25.2,1,2,0,1,12,0,7,1,1,2,0
208,16,25.2,1,3,0,1,9,1,1,1,1,0,0
209,16,25.2,1,2,0,1,9,0,2,1,1,2,0
210,16,25.2,1,3,0,1,12,0,7,1,1,2,0
211,16,25.4,1,5,0,1,15,1,3,1,1,4,0
212,16,25.5,1,4,0,1,14,0,7,1,1,2,0
213,16,25.6,1,4,0,1,14,0,7,1,1,9,0
214,16,26.0,1,2,0,1,13,1,5,1,1,7,0
215,16,26.1,1,1,0,1,13,1,2,1,1,4,0
216,16,26.2,1,1,0,1,12,0,7,1,1,10,0
217,16,26.2,1,3,0,1,13,0,7,1,1,1,0
218,16,26.3,1,1,0,1,10,0,2,1,1,4,0
219,16,26.7,1,3,0,1,10,0,4,1,1,1,0
220,16,26.9,1,2,0,1,15,0,8,1,1,8,0
221,16,27.4,1,4,0,1,9,0,8,1,1,4,0
222,16,27.4,1,1,0,1,13,1,6,1,1,4,0
223,16,27.5,1,3,0,1,12,0,1,1,1,8,0
224,16,27.7,1,2,0,1,15,1,5,1,1,4,0
225,16,27.8,1,3,0,1,9,0,6,1,1,9,0
226,16,27.9,1,1,0,1,13,0,3,1,1,1,0
227,16,28.1,1,5,0,1,12,0,2,1,1,4,0
228,16,28.5,1,4,0,1,15,0,7,1,1,3,0
229,16,28.6,1,3,0,1,12,0,5,1,1,8,0
230,16,29.0,1,1,0,1,13,0,6,1,1,8,0
231,16,29.3,1,5,0,1,12,1,1,1,1,6,0
232,17,0.3,1,2,0,1,10,0,2,1,1,2,0
233,17,0.4,1,2,0,1,11,1,1,1,1,0,0
234,17,0.8,1,3,0,1,12,1,1,1,1,8,0
235,17,1.3,1,5,0,1,12,1,2,1,1,9,0
236,17,1.5,1,2,0,1,9,0,5,1,1,8,0
237,17,2.9,1,1,0,1,9,1,2,1,1,4,0
238,17,3.1,1,3,0,1,9,1,6,1,1,10,0
239,17,3.1,1,1,0,1,13,1,2,1,1,3,0
240,17,3.4,1,2,0,1,13,1,2,1,1,4,0
241,17,3.9,1,2,0,1,11,0,5,1,1,0,0
242,17,4.0,1,4,0,1,9,1,4,1,1,3,0
243,17,4.1,1,4,0,1,12,1,3,1,1,1,0
244,17,4.3,1,2,0,1,10,0,5,1,1,5,0
245,17,5.1,1,2,0,1,11,0,4,1,1,2,0
246,17,5.3,1,5,0,1,12,0,7,1,1,8,0
247,17,5.3,1,1,0,1,15,0,6,1,1,1,0
248,17,6.0,1,3,0,1,11,1,7,1,1,3,0
249,17,6.3,1,2,0,1,12,0,4,1,1,1,0
250,17,7.1,1,3,0,1,12,1,1,1,1,1,0
251,17,7.2,1,2,0,1,10,1,7,1,1,4,0
252,17,7.9,1,2,0,1,11,0,5,1,1,4,0
253,17,8.0,1,5,0,1,13,0,5,1,1,3,0
254,17,8.0,1,2,0,1,11,0,6,1,1,2,0
255,17,8.0,1,4,0,1,15,0,4,1,1,8,0
256,17,8.8,1,2,0,1,13,0,6,1,1,4,0
257,17,9.4,1,2,0,1,10,0,7,1,1,2,0
258,17,9.4,1,1,0,1,12,1,5,1,1,7,0
259,17,9.7,1,1,0,1,14,0,2,1,1,5,0
260,17,9.8,1,2,0,1,12,1,3,1,1,2,0
261,17,10.1,1,1,0,1,12,0,7,1,1,3,0
262,17,10.2,1,1,0,1,13,0,2,1,1,6,0
263,17,10.2,1,1,0,1,12,1,7,1,1,9,0
264,17,10.4,1,2,0,1,10,0,7,1,1,5,0
265,17,10.6,1,5,0,1,12,1,7,1,1,1,0
266,17,10.6,1,1,0,1,10,0,1,1,1,7,0
267,17,10.9,1,4,0,1,12,1,8,1,1,1,0
268,17,10.9,1,3,0,1,11,1,6,1,1,7,0
269,17,11.5,1,5,0,1,14,0,8,1,1,1,0
270,17,11.8,1,3,0,1,12,0,8,1,1,0,0
271,17,12.3,1,1,0,1,12,0,8,1,1,9,0
272,17,12.5,1,1,0,1,12,0,1,1,1,7,0
273,17,12.6,1,5,0,1,14,0,3,1,1,9,0
274,17,12.8,1,4,0,1,14,1,4,1,1,9,0
275,17,12.8,1,2,0,1,14,0,5,1,1,3,0
276,17,12.9,1,1,0,1,11,0,2,1,1,0,0
277,17,14.2,1,1,0,1,13,0,2,1,1,1,0
278,17,15.3,1,5,0,1,10,0,6,1,1,2,0
279,17,15.9,1,3,0,1,9,0,7,1,1,9,0
280,17,16.1,1,5,0,1,9,1,2,1,1,5,0
281,17,16.1,1,5,0,1,10,1,3,1,1,4,0
282,17,16.2,1,2,0,1,9,1,1,1,1,1,0
283,17,17.0,1,2,0,1,14,0,7,1,1,3,0
284,17,17.3,1,2,0,1,14,0,7,1,1,2,0
285,17,17.4,1,5,0,1,14,0,4,1,1,6,0
286,17,17.5,1,3,0,1,12,1,2,1,1,8,0
287,17,18.1,1,4,0,1,11,1,5,1,1,5,0
288,17,18.4,1,1,0,1,11,0,7,1,1,10,0
289,17,19.0,1,5,0,1,11,0,6,1,1,4,0
290,17,19.4,1,1,0,1,15,1,1,1,1,0,0
291,17,19.4,1,4,0,1,12,1,4,1,1,8,0
292,17,19.6,1,5,0,1,10,1,5,1,1,2,0
293,17,19.8,1,5,0,1,9,1,1,1,1,10,0
294,17,20.5,1,3,0,1,13,0,2,1,1,4,0
295,17,20.5,1,3,0,1,13,1,7,1,1,7,0
296,17,21.8,1,4,0,1,12,1,2,1,1,3,0
297,17,22.1,1,5,0,1,9,0,7,1,1,0,0
298,17,22.5,1,1,0,1,9,0,7,1,1,5,0
299,17,22.7,1,3,0,1,11,1,1,1,1,1,0
300,17,23.0,1,5,0,1,12,0,2,1,1,10,0
301,17,23.1,1,2,0,1,11,0,1,1,1,1,0
302,17,23.1,1,1,0,1,11,0,3,1,1,2,0
303,17,23.3,1,2,0,1,14,1,6,1,1,0,0
304,17,24.4,1,5,0,1,12,0,2,1,1,0,0
305,17,24.5,1,4,0,1,12,0,1,1,1,6,0
306,17,24.9,1,5,0,1,14,1,3,1,1,4,0
307,17,25.1,1,2,0,1,11,1,7,1,1,7,0
308,17,25.4,1,1,0,1,14,0,3,1,1,4,0
309,17,25.5,1,3,0,1,9,0,6,1,1,3,0
310,17,26.2,1,4,0,1,9,0,7,1,1,4,0
311,17,26.5,1,5,0,1,9,1,6,1,1,4,0
312,17,27.3,1,1,0,1,10,1,5,1,1,0,0
313,17,27.4,1,1,0,1,13,0,5,1,1,3,0
314,17,27.6,1,2,0,1,14,0,2,1,1,0,0
315,17,27.7,1,5,0,1,9,0,4,1,1,8,0
316,17,27.7,1,4,0,1,9,0,4,1,1,4,0
317,17,27.8,1,3,0,1,11,1,3,1,1,10,0
318,17,28.3,1,5,0,1,9,1,8,1,1,1,0
319,17,28.3,1,4,0,1,13,0,7,1,1,4,0
320,17,28.4,1,4,0,1,9,0,1,1,1,7,0
321,17,28.4,1,5,0,1,9,1,2,1,1,4,0
322,17,28.7,1,2,0,1,9,1,4,1,1,0,0
323,17,29.1,1,1,0,1,10,0,7,1,1,0,0
324,17,29.2,1,2,0,1,9,0,5,1,1,1,0
325,17,29.4,1,5,0,1,12,1,5,1,1,3,0
326,17,29.7,1,4,0,1,11,1,8,1,1,1,0
327,18,0.2,1,1,0,1,12,0,7,1,1,6,0
328,18,1.1,1,2,0,1,15,0,2,1,1,0,0
329,18,1.2,1,5,0,1,15,0,6,1,1,8,0
330,18,1.3,1,3,0,1,14,1,7,1,1,8,0
331,18,1.4,1,3,0,1,11,1,3,1,1,8,0
332,18,1.7,1,3,0,1,13,1,7,1,1,4,0
333,18,1.9,1,2,0,1,15,1,2,1,1,0,0
334,18,2.5,1,1,0,1,12,1,2,1,1,1,0
335,18,2.6,1,4,0,1,15,1,8,1,1,1,0
336,18,3.2,1,3,0,1,12,1,5,1,1,0,0
337,18,3.4,1,2,0,1,14,1,8,1,1,2,0
338,18,3.5,1,4,0,1,10,1,7,1,1,4,0
339,18,3.9,1,2,0,1,9,1,3,1,1,3,0
340,18,3.9,1,1,0,1,13,0,3,1,1,0,0
341,18,4.0,1,4,0,1,12,0,6,1,1,4,0
342,18,4.3,1,1,0,1,14,0,6,1,1,6,0
343,18,4.6,1,4,0,1,9,1,4,1,1,4,0
344,18,4.7,1,4,0,1,13,0,7,1,1,1,0
345,18,4.8,1,3,0,1,11,1,5,1,1,0,0
346,18,4.9,1,1,0,1,10,1,3,1,1,1,0
347,18,5.0,1,5,0,1,13,1,8,1,1,2,0
348,18,5.0,1,5,0,1,12,0,6,1,1,2,0
349,18,5.1,1,4,0,1,9,0,8,1,1,2,0
350,18,5.2,1,5,0,1,12,1,5,1,1,0,0
351,18,5.7,1,2,0,1,10,1,6,1,1,5,0
352,18,6.2,1,3,0,1,12,1,1,1,1,2,0
353,18,6.2,1,1,0,1,9,1,4,1,1,0,0
354,18,6.3,1,1,0,1,9,0,7,1,1,0,0
355,18,6.4,1,3,0,1,14,0,6,1,1,2,0
356,18,6.6,1,4,0,1,10,1,7,1,1,9,0
357,18,6.9,1,3,0,1,13,0,4,1,1,4,0
358,18,7.3,1,2,0,1,12,1,6,1,1,1,0
359,18,8.0,1,4,0,1,9,1,7,1,1,8,0
360,18,8.1,1,4,0,1,12,0,8,1,1,10,0
361,18,8.4,1,3,0,1,14,0,6,1,1,2,0
362,18,8.8,1,3,0,1,12,1,3,1,1,2,0
363,18,9.7,1,2,0,1,10,0,2,1,1,10,0
364,18,10.0,1,1,0,1,10,1,1,1,1,3,0
365,18,10.2,1,1,0,1,12,1,1,1,1,2,0
366,18,10.3,1,4,0,1,15,0,6,1,1,0,0
367,18,10.5,1,3,0,1,14,1,1,1,1,1,0
368,18,11.2,1,4,0,1,12,1,6,1,1,8,0
369,18,11.2,1,2,0,1,13,1,5,1,1,3,0
370,18,11.6,1,5,0,1,12,0,5,1,1,1,0
371,18,11.8,1,3,0,1,11,1,5,1,1,1,0
372,18,12.0,1,2,0,1,12,0,4,1,1,3,0
373,18,12.0,1,5,0,1,15,0,1,1,1,2,0
374,18,12.2,1,4,0,1,14,0,7,1,1,8,0
375,18,12.4,1,1,0,1,11,1,8,1,1,0,0
376,18,12.5,1,3,0,1,10,0,6,1,1,2,0
377,18,12.7,1,2,0,1,11,1,7,1,1,3,0
378,18,12.8,1,1,0,1,9,1,7,1,1,0,0
379,18,12.9,1,3,0,1,11,1,7,1,1,9,0
380,18,13.2,1,5,0,1,15,1,7,1,1,0,0
381,18,13.3,1,5,0,1,10,0,4,1,1,1,0
382,18,13.6,1,5,0,1,11,1,3,1,1,1,0
383,18,14.0,1,5,0,1,15,0,8,1,1,2,0
384,18,14.1,1,2,0,1,14,1,6,1,1,2,0
385,18,14.3,1,3,0,1,11,0,8,1,1,6,0
386,18,14.6,1,2,0,1,9,0,6,1,1,2,0
387,18,14.7,1,5,0,1,9,1,4,1,1,3,0
388,18,15.1,1,1,0,1,15,0,6,1,1,0,0
389,18,15.5,1,5,0,1,12,1,6,1,1,4,0
390,18,16.0,1,5,0,1,12,0,3,1,1,8,0
391,18,16.4,1,3,0,1,13,0,3,1,1,1,0
392,18,16.5,1,3,0,1,15,1,3,1,1,2,0
393,18,16.6,1,3,0,1,15,1,2,1,1,8,0
394,18,17.0,1,2,0,1,15,1,4,1,1,8,0
395,18,17.4,1,5,0,1,11,1,1,1,1,2,0
396,18,17.7,1,4,0,1,10,0,7,1,1,8,0
397,18,17.9,1,1,0,1,14,0,5,1,1,4,0
398,18,18.1,1,5,0,1,10,1,5,1,1,2,0
399,18,18.2,1,3,0,1,12,1,7,1,1,4,0
400,18,18.3,1,3,0,1,9,0,2,1,1,6,0
401,18,18.7,1,4,0,1,9,0,8,1,1,6,0
402,18,19.5,1,2,0,1,11,0,2,1,1,1,0
403,18,19.5,1,4,0,1,9,1,5,1,1,7,0
404,18,19.6,1,2,0,1,9,0,6,1,1,0,0
405,18,19.6,1,4,0,1,13,1,7,1,1,3,0
406,18,19.7,1,1,0,1,15,0,1,1,1,6,0
407,18,19.7,1,2,0,1,13,1,3,1,1,9,0
408,18,20.3,1,5,0,1,12,1,8,1,1,7,0
409,18,20.7,1,2,0,1,12,0,8,1,1,7,0
410,18,21.0,1,4,0,1,12,0,1,1,1,6,0
411,18,21.1,1,4,0,1,15,1,2,1,1,2,0
412,18,21.4,1,5,0,1,14,1,5,1,1,1,0
413,18,22.1,1,1,0,1,15,1,2,1,1,3,0
414,18,22.3,1,4,0,1,15,1,6,1,1,0,0
415,18,22.9,1,4,0,1,13,1,5,1,1,5,0
416,18,23.1,1,5,0,1,11,0,1,1,1,10,0
417,18,23.4,1,2,0,1,12,0,2,1,1,8,0
418,18,23.6,1,2,0,1,14,0,4,1,1,3,0
419,18,23.6,1,2,0,1,12,0,4,1,1,0,0
420,18,23.9,1,3,0,1,12,0,3,1,1,8,0
421,18,23.9,1,2,0,1,15,1,6,1,1,8,0
422,18,23.9,1,5,0,1,14,1,2,1,1,8,0
423,18,24.0,1,1,0,1,12,0,8,1,1,10,0
424,18,24.2,1,3,0,1,14,0,3,1,1,6,0
425,18,24.2,1,4,0,1,11,0,3,1,1,1,0
426,18,24.8,1,3,0,1,14,0,7,1,1,2,0
427,18,24.9,1,4,0,1,9,1,4,1,1,1,0
428,18,25.2,1,5,0,1,12,1,3,1,1,4,0
429,18,25.4,1,2,0,1,13,0,3,1,1,0,0
430,18,25.4,1,1,0,1,13,0,6,1,1,3,0
431,18,25.7,1,5,0,1,14,1,7,1,1,1,0
432,18,25.8,1,2,0,1,13,1,2,1,1,0,0
433,18,26.0,1,5,0,1,10,0,6,1,1,1,0
434,18,26.1,1,5,0,1,14,0,8,1,1,1,0
435,18,26.1,1,5,0,1,12,0,8,1,1,4,0
436,18,26.7,1,5,0,1,10,0,8,1,1,7,0
437,18,27.3,1,4,0,1,9,1,4,1,1,2,0
438,18,27.3,1,2,0,1,15,1,1,1,1,3,0
439,18,27.7,1,2,0,1,11,1,5,1,1,7,0
440,18,28.0,1,3,0,1,15,1,8,1,1,2,0
441,18,28.2,1,3,0,1,14,1,7,1,1,5,0
442,18,28.3,1,2,0,1,14,1,4,1,1,1,0
443,18,28.6,1,5,0,1,12,0,7,1,1,0,0
444,18,29.7,1,4,0,1,14,1,6,1,1,2,0
445,18,29.9,1,1,0,1,9,1,7,1,1,1,0
446,19,0.2,1,3,0,1,12,0,1,1,1,0,0
447,19,0.3,1,3,0,1,9,1,5,1,1,7,0
448,19,0.7,1,3,0,1,14,0,7,1,1,4,0
449,19,0.7,1,2,0,1,9,0,8,1,1,8,0
450,19,0.9,1,4,0,1,15,0,5,1,1,7,0
451,19,1.1,1,1,0,1,9,0,8,1,1,5,0
452,19,1.5,1,3,0,1,12,0,5,1,1,0,0
453,19,1.6,1,1,0,1,9,1,6,1,1,4,0
454,19,1.9,1,4,0,1,15,0,4,1,1,1,0
455,19,1.9,1,4,0,1,12,1,7,1,1,1,0
456,19,1.9,1,3,0,1,12,0,6,1,1,4,0
457,19,2.0,1,1,0,1,14,1,7,1,1,0,0
458,19,2.6,1,1,0,1,9,1,3,1,1,4,0
459,19,2.7,1,2,0,1,14,0,4,1,1,10,0
